hour;date;Índice de calor;Humedad relativa;Presión de vapor;Radiación solar;Temperatura;Punto de rocío;Temperatura del bulbo húmedo;Velocidad del viento;Racha de viento máxima;Dirección del viento;Humectación en hoja (porcentaje);Presión atmosférica;Precipitaciones
12;17/04/2024;11,95;63,25;14,48;609;11,95;5,1125;8,715984442;12,25;18,5;28,125;0;938;0
13;17/04/2024;13,825;57,75;16,29;801;13,825;5,565;9,814038645;13,25;21,75;11,25;0;937,625;0
14;17/04/2024;14,95;53;17,465;766,5;14,95;5,375;10,27585955;15,75;23,5;22,5;0;937,275;0
15;17/04/2024;16,025;50;18,66;714,75;16,025;5,5275;10,83794912;14,25;20,5;106,875;0;936,875;0
16;17/04/2024;16,775;47,25;19,5375;423,75;16,775;5,4025;11,13371559;14,5;21,5;22,5;0;936,2;0
17;17/04/2024;16,75;47,25;19,51;483,75;16,75;5,3825;11,11337618;14,75;21;33,75;0;935,8;0
18;17/04/2024;16,425;47,75;19,1225;283,5;16,425;5,235;10,90675137;12;18,25;33,75;0;935,625;0
19;17/04/2024;15,625;50;18,2075;26,25;15,625;5,16;10,50527158;11;17;11,25;0;935,5;0
20;17/04/2024;13,95;55,25;16,425;13,5;13,95;5,0325;9,65822119;8,25;12,5;33,75;0;935,525;0
21;17/04/2024;11,275;64,75;13,8875;0,75;11,275;4,79;8,242556785;7;11;33,75;0;936,05;0
22;17/04/2024;9,575;70,75;12,45;0;9,575;4,4675;7,24316829;6;10,75;33,75;0;936,925;0
23;17/04/2024;8,325;74,5;11,485;0;8,325;4,0025;6,396249327;10,5;16,5;28,125;0;937,475;0
0;18/04/2024;6,75;79;10,365;0;6,75;3,3225;5,269117735;8,5;13,5;11,25;0;937,65;0
1;18/04/2024;5,775;81,75;9,7175;0;5,775;2,86;4,542974025;10;14;33,75;0;937,775;0
2;18/04/2024;5,225;83,5;9,375;0;5,225;2,625;4,139212071;9,25;14,25;22,5;0;937,95;0
3;18/04/2024;4,325;85,5;8,83;0;4,325;2,075;3,406583667;5,25;8;33,75;0;937,55;0
4;18/04/2024;3,55;88,5;8,3825;0;3,55;1,8025;2,849197589;1,25;3,5;157,5;2,75;937,375;0
5;18/04/2024;3,175;89;8,175;0;3,175;1,515;2,516493695;3;4,75;11,25;0,75;937,425;0
6;18/04/2024;2,95;88,75;8,05;0;2,95;1,25;2,282879365;3;5,75;22,5;1,5;937,45;0
7;18/04/2024;2,525;89,75;7,825;6;2,525;0,9925;1,929627426;2;4;168,75;1;937,55;0
8;18/04/2024;4,425;85;8,895;124,5;4,425;2,085;3,467735271;5;7,75;33,75;0;937,85;0
9;18/04/2024;6,85;75;10,435;305,25;6,85;2,67;5,07082729;12,5;18;28,125;0;938,15;0
10;18/04/2024;9;69,25;12,005;402;9;3,5925;6,595438468;13,5;19,75;33,75;0;938,25;0
11;18/04/2024;10,825;62,75;13,49;612;10,825;3,9325;7,679677967;13,5;20,5;33,75;0;938,2;0
12;18/04/2024;12,75;58,5;15,2325;710,25;12,75;4,7425;8,964334226;14,25;21;50,625;0;937,95;0
13;18/04/2024;14,3;55,25;16,7775;762,75;14,3;5,375;9,965694841;13;20;22,5;0;937,7;0
14;18/04/2024;15,425;52;17,99;768;15,425;5,5425;10,56480709;14,25;21,25;28,125;0;937,525;0
15;18/04/2024;16,2;50,25;18,8625;720;16,2;5,7525;11,00970776;14;21,25;33,75;0;937,325;0
16;18/04/2024;16,925;45,75;19,7175;476,25;16,925;5,0725;11,08133487;15,25;21,75;33,75;0;937,075;0
17;18/04/2024;16,75;45;19,51;369,75;16,75;4,675;10,85113669;14,25;20,75;56,25;0;936,9;0
18;18/04/2024;16,175;44;18,835;281,25;16,175;3,8275;10,27355483;15,5;22,5;90;0;937,1;0
19;18/04/2024;14,825;49,25;17,34;22,5;14,825;4,1825;9,763865757;15,25;21;22,5;0;937,4;0
20;18/04/2024;12,9;54;15,38;14,25;12,9;3,73;8,651750317;14;22;16,875;0;937,75;0
21;18/04/2024;10,625;61;13,3175;0,75;10,625;3,335;7,348047905;10,25;15,75;33,75;0;938,075;0
22;18/04/2024;9,05;65,75;12,035;0;9,05;2,915;6,363158051;5,25;10,25;90;0;939,05;0
23;18/04/2024;7,725;71,5;11,0475;0;7,725;2,835;5,61617301;9;14,25;33,75;0;939,4;0
0;19/04/2024;6,5;77,5;10,2;0;6,5;2,795;4,925354332;7,5;12,25;45;0;939,4;0
1;19/04/2024;5,575;82,25;9,5925;0;5,575;2,75;4,389068701;6,5;10,25;33,75;0;939,6;0
2;19/04/2024;4,8;85,5;9,11;0;4,8;2,545;3,865544681;5,5;10,25;11,25;0;939,55;0
3;19/04/2024;4,3;87,5;8,815;0;4,3;2,3825;3,512882131;8,5;13,25;33,75;0;939,175;0
4;19/04/2024;3,425;90;8,3125;0;3,425;1,915;2,820241832;5;8,25;0;0;939,025;0
5;19/04/2024;2,8;91,75;7,9725;0;2,8;1,57;2,315693361;5,75;8,75;28,125;1;938,775;0
6;19/04/2024;2,375;92;7,745;0;2,375;1,195;1,914593393;9,25;13,75;45;1;938,375;0
7;19/04/2024;1,45;93,5;7,275;7,5;1,45;0,5025;1,091789638;5,75;8,5;45;8,5;938,575;0
8;19/04/2024;2,7;90,75;7,925;138;2,7;1,315;2,155380656;5,75;9,25;33,75;0,25;938,875;0
9;19/04/2024;5,1;79,25;9,3025;324,75;5,1;1,735;3,727382642;9;12,25;39,375;0;938,85;0
10;19/04/2024;8;67,5;11,26;487,5;8;2,27;5,551701117;6,75;11,25;28,125;0;938,65;0
11;19/04/2024;11,55;58,75;14,155;627;11,55;3,66;7,94151558;4,25;9;56,25;0;938,6;0
12;19/04/2024;14,1;47,75;16,585;726;14,1;3,04;9,000411514;4,75;8,75;28,125;0;938,25;0
13;19/04/2024;16,65;40;19,4075;777;16,65;2,8625;10,16825429;3,25;6,75;67,5;0;937,8;0
14;19/04/2024;18,5;35,25;21,7125;778,5;18,5;2,78;10,99991446;4;9,25;45;0;937,15;0
15;19/04/2024;19,7;33,75;23,3125;729;19,7;3,2275;11,68963845;4,25;10,25;50,625;0;936,675;0
16;19/04/2024;20,9;30,5;25,05;633;20,9;2,81;12,09213109;4;8,25;135;0;936,075;0
17;19/04/2024;21,575;27;26,065;485,25;21,575;1,73;12,0517454;3,75;7;45;0;935,45;0
18;19/04/2024;21,6;26,5;26,1075;282,75;21,6;1,4825;11,98828571;3,5;8,5;22,5;0;935,1;0
19;19/04/2024;20,275;29,5;24,13;32,25;20,275;1,82;11,49891748;3;7;22,5;0;935,075;0
20;19/04/2024;18,8;35,5;22,12;15,75;18,8;3,03;11,21843265;3;4,5;16,875;0;935,05;0
21;19/04/2024;13,775;53,75;16,2875;0,75;13,775;4,425;9,333241747;0,75;2;45;0;935,325;0
22;19/04/2024;9,975;67;12,7875;0;9,975;4,0525;7,282446254;0,25;1,75;157,5;0;935,875;0
23;19/04/2024;8,6;72,25;11,6925;0;8,6;3,83;6,474356195;1,5;3,5;11,25;0;936,3;0
0;20/04/2024;6,55;78;10,23;0;6,55;2,9425;5,007947432;0;1,25;225;0;936,4;0
1;20/04/2024;5,225;84,25;9,3725;0;5,225;2,7475;4,187751335;0,5;1,75;45;0;936,45;0
2;20/04/2024;5,025;81,25;9,25;0;5,025;2,0325;3,796187203;0,75;2,25;11,25;0;936,375;0
3;20/04/2024;4,45;81;8,9025;0;4,45;1,435;3,237023354;2,25;4,5;0;0;935,975;0
4;20/04/2024;5,3;79,25;9,435;0;5,3;1,9475;3,918447132;4;7,5;45;0;935,9;0
5;20/04/2024;5,95;80,5;9,8325;0;5,95;2,81;4,62118975;6,25;9,75;22,5;0;935,9;0
6;20/04/2024;6,45;79,5;10,16;0;6,45;3,12;5,022084934;10,25;15,25;33,75;0;935,875;0
7;20/04/2024;6,175;77,75;9,98;6,75;6,175;2,5325;4,640587151;10,5;14,75;28,125;0;936,1;0
8;20/04/2024;7,125;74,75;10,625;135,75;7,125;2,8925;5,30738035;9,25;13,75;106,875;0;936,575;0
9;20/04/2024;9,25;67;12,2075;318,75;9,25;3,36;6,63360276;10,75;16,25;45;0;936,725;0
10;20/04/2024;12,15;56;14,675;483,75;12,15;3,5425;8,202071226;12,75;17,25;0;0;936,725;0
11;20/04/2024;14,9;47,5;17,425;624,75;14,9;3,74;9,629730684;14,25;19,75;90;0;936,425;0
12;20/04/2024;17,275;40,75;20,15;722,25;17,275;3,7175;10,74681278;14,25;20;11,25;0;936,15;0
13;20/04/2024;19,175;35,75;22,6125;771,75;19,175;3,5375;11,55411342;13;20;0;0;935,775;0
14;20/04/2024;20,575;32,75;24,565;774;20,575;3,57;12,18774606;15,75;22;39,375;0;935,2;0
15;20/04/2024;21,2;29,25;25,4925;591;21,2;2,5275;12,12570724;17,75;25;33,75;0;934,9;0
16;20/04/2024;21,8;28,75;26,4125;625,5;21,8;2,7975;12,47474349;17,25;22,75;11,25;0;934,25;0
17;20/04/2024;21,625;31,75;26,1425;397,5;21,625;4,0625;12,80364728;17,5;24,25;22,5;0;933,775;0
18;20/04/2024;20,725;31,75;24,79;279,75;20,725;3,2675;12,14669051;19,5;26;11,25;0;933,575;0
19;20/04/2024;19,25;34,75;22,7;39;19,25;3,2325;11,47687097;18;26,25;33,75;0;933,6;0
20;20/04/2024;17,25;39,75;20,1225;23,25;17,25;3,355;10,60162098;17,75;24,25;0;0;933,775;0
21;20/04/2024;14,65;43,25;17,155;0,75;14,65;2,18;8,959185747;14,25;20,5;22,5;0;934,375;0
22;20/04/2024;12,1;51;14,625;0;12,1;2,16;7,677368467;9,5;15;22,5;0;935,375;0
23;20/04/2024;10,575;61,25;13,2725;0;10,575;3,335;7,319639941;13,75;20,25;33,75;0;935,95;0
0;21/04/2024;9,125;69,75;12,0975;0;9,125;3,8225;6,748855409;13,75;20,75;78,75;0;936,325;0
1;21/04/2024;7,85;77,25;11,135;0;7,85;4,065;6,167124409;14,5;21,75;22,5;0;936,3;0
2;21/04/2024;7,1;80,5;10,6025;0;7,1;3,9325;5,706373118;12,75;19;39,375;0;936,25;0
3;21/04/2024;6,5;82,5;10,195;0;6,5;3,7;5,282163013;9,75;15,5;33,75;0;936,05;0
4;21/04/2024;5,775;84,5;9,72;0;5,775;3,3325;4,730396873;7,25;13;11,25;0;935,9;0
5;21/04/2024;4,925;86,5;9,1875;0;4,925;2,83;4,048955523;6;10;56,25;0;935,7;0
6;21/04/2024;4,575;87,5;8,975;0;4,575;2,655;3,776919363;7,25;11,5;11,25;0;935,65;0
7;21/04/2024;4,375;87,25;8,8575;9;4,375;2,4175;3,567718666;8;12,75;28,125;0;935,875;0
8;21/04/2024;5,5;83;9,55;137,25;5,5;2,8;4,362202805;9;14,25;22,5;0;936,25;0
9;21/04/2024;7,825;74;11,125;323,25;7,825;3,415;5,891843151;13,5;18,75;33,75;0;936,425;0
10;21/04/2024;10,25;64,5;13,01;489;10,25;3,775;7,317862197;15,75;21,75;28,125;0;936,35;0
11;21/04/2024;12,5;56,25;14,995;627,75;12,5;3,9375;8,527207568;14,5;21,5;0;0;936,375;0
12;21/04/2024;14,35;49,25;16,835;725,25;14,35;3,7475;9,369169513;14,5;20,5;33,75;0;936,15;0
13;21/04/2024;16,2;40,25;18,8725;778,5;16,2;2,565;9,844339483;15;19,75;22,5;0;935,7;0
14;21/04/2024;17,7;35,25;20,6725;780;17,7;2,04;10,382746;15;20,75;11,25;0;935,175;0
15;21/04/2024;19,05;30,25;22,4225;732,75;19,05;1,1025;10,72297092;14,5;22,25;11,25;0;934,825;0
16;21/04/2024;20,1;28,75;23,8775;485,25;20,1;1,32;11,26392801;15,25;21,25;11,25;0;934,35;0
17;21/04/2024;20,2;24,75;24,02;501,75;20,2;-0,6575;10,75085191;17,5;24;45;0;934,05;0
18;21/04/2024;19,6;30,75;23,1825;288;19,6;1,815;11,18331725;16,75;23,5;22,5;0;934;0
19;21/04/2024;17,5;33,25;20,4275;49,5;17,5;1,07;9,981648955;18,75;27;33,75;0;934,15;0
20;21/04/2024;14,975;33,25;17,5075;21;14,975;-1,1625;8,093557611;18;25;90;0;934,525;0
21;21/04/2024;12,4;33;14,905;1,5;12,4;-3,54;6,132313534;15,75;22,5;39,375;0;935,05;0
22;21/04/2024;10,6;37,25;13,2975;0;10,6;-3,795;5,140131849;14,25;21,5;33,75;0;935,875;0
23;21/04/2024;8,575;52,25;11,675;0;8,575;-0,785;4,830952125;13,25;18,5;11,25;0;936,55;0
0;22/04/2024;6,6;57,5;10,27;0;6,6;-1,285;3,558961709;9;14,75;11,25;0;937;0
1;22/04/2024;5,475;62,5;9,5325;0;5,475;-1,22;2,926853325;9,75;16,75;33,75;0;937,55;0
2;22/04/2024;4,45;72;8,9025;0;4,45;-0,2225;2,649446265;12;21;11,25;0;938,025;0
3;22/04/2024;4,425;76;8,8925;0;4,425;0,5125;2,88917149;12,75;18,25;16,875;0;937,925;0
4;22/04/2024;5,7;73,25;9,6725;0;5,7;1,23;3,885781328;15,75;24,25;33,75;0;937,5;0
5;22/04/2024;5,875;71;9,7825;0;5,875;0,96;3,889607325;16,75;24,25;50,625;0;937,475;0
6;22/04/2024;5,525;71;9,56;0;5,525;0,6225;3,568950441;13,5;21;56,25;0;937,425;0
7;22/04/2024;5,8;71;9,7375;4,5;5,8;0,8875;3,82071293;12,75;19,5;22,5;0;937,475;0
8;22/04/2024;6;67,5;9,8725;125,25;6;0,355;3,748618348;13,5;21,5;45;0;937,8;0
9;22/04/2024;7,125;60;10,6225;271,5;7,125;-0,2025;4,204361597;18,25;25,5;11,25;0;938,1;0
10;22/04/2024;8,075;54,75;11,2975;486,75;8,075;-0,58;4,618325718;21,5;29,75;45;0;938,3;0
11;22/04/2024;9,45;49;12,3525;630;9,45;-0,845;5,29745853;19,75;26,75;22,5;0;938,425;0
12;22/04/2024;10,825;45,75;13,4825;728,25;10,825;-0,515;6,144303463;20;27,5;11,25;0;938,4;0
13;22/04/2024;11,95;42,25;14,48;780,75;11,95;-0,59;6,716701449;19,25;27;33,75;0;937,85;0
14;22/04/2024;13,075;39,5;15,5375;781,5;13,075;-0,5075;7,329908129;19,25;28;33,75;0;937,4;0
15;22/04/2024;13,775;35,75;16,235;734,25;13,775;-1,235;7,475438119;18,25;25,75;22,5;0;937,375;0
16;22/04/2024;14,275;32,75;16,75;554,25;14,275;-1,99;7,52306659;17;24,25;11,25;0;936,975;0
17;22/04/2024;14,15;34,25;16,62;501,75;14,15;-1,485;7,594605312;17,75;26;33,75;0;936,775;0
18;22/04/2024;13,4;35;15,8625;322,5;13,4;-1,86;7,105140335;19,5;27,75;22,5;0;936,8;0
19;22/04/2024;11,625;36,75;14,1925;54;11,625;-2,79;5,917095889;19,75;28,75;0;0;937,45;0
20;22/04/2024;9,625;37;12,4975;17,25;9,625;-4,4975;4,380885001;16,5;24,75;33,75;0;937,85;0
21;22/04/2024;7,4;44,5;10,8175;1,5;7,4;-4,04;3,230367161;15,25;23,25;16,875;0;938,575;0
22;22/04/2024;5,75;53;9,7075;0;5,75;-3,2;2,49394828;14,5;22;0;0;939,6;0
23;22/04/2024;4,6;59,75;8,99;0;4,6;-2,645;1,97119227;10,5;16,25;28,125;0;940,275;0
0;23/04/2024;3,7;65,25;8,4725;0;3,7;-2,3025;1,52925989;10,5;15,5;56,25;0;940,525;0
1;23/04/2024;2,975;69,25;8,065;0;2,975;-2,175;1,125059431;9,25;14,75;39,375;0;940,525;0
2;23/04/2024;1,8;75;7,4525;0;1,8;-2,2175;0,380898139;3;5;33,75;0;940,225;0
3;23/04/2024;0,5;80,75;6,815;0;0,5;-2,4675;-0,520766385;1,25;2,25;112,5;0;939,975;0
4;23/04/2024;-0,175;84,5;6,51;0;-0,175;-2,5075;-0,968522778;1,25;2,25;22,5;0;939,575;0
5;23/04/2024;-0,875;88,25;6,2;0;-0,875;-2,5975;-1,454010622;0,25;1,25;123,75;3,25;939,475;0
6;23/04/2024;-1,125;90,25;6,095;0;-1,125;-2,5375;-1,598928354;0,25;1;157,5;11,25;939,25;0
7;23/04/2024;-1,375;91,25;5,99;9;-1,375;-2,6375;-1,794744321;0;1;112,5;12,25;939,225;0
8;23/04/2024;1,25;82;7,1975;138;1,25;-1,56;0,239760906;0,5;2,25;112,5;0,5;939,275;0
9;23/04/2024;4,45;70,75;8,9075;322,5;4,45;-0,465;2,565759548;1,75;3,5;101,25;0;939,475;0
10;23/04/2024;6,6;63;10,2675;471;6,6;-0,0375;3,962027875;4,25;10,25;140,625;0;939,275;0
11;23/04/2024;8,7;53,25;11,7775;630;8,7;-0,38;5,028707206;4;8;191,25;0;938,975;0
12;23/04/2024;10,85;49,75;13,51;723,75;10,85;0,66;6,529187962;3,5;8,75;168,75;0;938,475;0
13;23/04/2024;12,575;44;15,0775;781,5;12,575;0,5425;7,389475116;4,75;11,75;146,25;0;937,925;0
14;23/04/2024;14,3;41,75;16,785;780,75;14,3;1,37;8,528251521;4,25;10,75;225;0;937,4;0
15;23/04/2024;15,725;41,25;18,335;429,75;15,725;2,505;9,599705904;3,5;9;202,5;0;936,625;0
16;23/04/2024;16,55;40,5;19,285;398,25;16,55;2,985;10,15145292;3,75;12;270;0;935,775;0
17;23/04/2024;15,625;43;18,22;144;15,625;2,9925;9,711666618;9;17,25;78,75;0,25;935,4;0
18;23/04/2024;15,225;45,5;17,775;201,75;15,225;3,435;9,676065112;15,75;26,25;0;0;935,475;0
19;23/04/2024;12,975;56;15,4575;63;12,975;4,28;8,89515251;14,5;19,75;0;0;936,175;0
20;23/04/2024;11,325;62;13,925;27,75;11,325;4,2325;8,049067016;12,75;18,5;22,5;0;936,925;0
21;23/04/2024;9,575;66,25;12,45;1,5;9,575;3,52;6,872520907;12,5;18,5;101,25;0;937,575;0
22;23/04/2024;8,525;67,5;11,635;0;8,525;2,7825;6,031329235;11,5;17,5;22,5;0;938,6;0
23;23/04/2024;6,8;74,25;10,4025;0;6,8;2,48;4,969434127;9,25;13,75;33,75;0;939,25;0
0;24/04/2024;5,475;77,75;9,5325;0;5,475;1,8525;3,987607403;7;12,25;22,5;0;939,65;0
1;24/04/2024;4,4;79,5;8,8725;0;4,4;1,1225;3,094427998;4;8;39,375;0;939,925;0
2;24/04/2024;3,8;81,25;8,5225;0;3,8;0,8375;2,639257046;4,25;10;67,5;0;940;0
3;24/04/2024;2,7;84,25;7,925;0;2,7;0,2675;1,769355638;2,5;4,75;45;0;939,975;0
4;24/04/2024;1,25;89;7,175;0;1,25;-0,3875;0,648190696;2;5;67,5;1,5;939,825;0
5;24/04/2024;0,525;91,5;6,83;0;0,525;-0,7175;0,077008834;0,75;2;157,5;9,25;940,175;0
6;24/04/2024;-0,375;92;6,42;0;-0,375;-1,5325;-0,778111081;0;1,75;56,25;11,25;940,2;0
7;24/04/2024;-0,975;92,75;6,16;10,5;-0,975;-2,015;-1,329249589;0,5;2,75;56,25;14,5;940,025;0
8;24/04/2024;1,3;85,75;7,2225;148,5;1,3;-0,8725;0,503959104;1,25;3,25;135;9,75;939,975;0
9;24/04/2024;4,575;74;8,9825;334,5;4,575;0,2725;2,893260197;1,5;3,75;135;0;939,8;0
10;24/04/2024;6,95;65,5;10,5075;504;6,95;0,8525;4,46241854;3,75;8,75;84,375;0;939,55;0
11;24/04/2024;9,15;58;12,12;639;9,15;1,2225;5,806452687;5;9,75;33,75;0;939,35;0
12;24/04/2024;10,55;54;13,255;731,25;10,55;1,5375;6,664803625;4,75;11;185,625;0;939,125;0
13;24/04/2024;12,6;49,5;15,0975;781,5;12,6;2,2075;7,954089478;3,25;8,5;230,625;0;938,275;0
14;24/04/2024;14,225;43,25;16,695;737,25;14,225;1,805;8,635092375;3,75;8,5;56,25;0;937,375;0
15;24/04/2024;15,225;39,5;17,77;654,75;15,225;1,4375;9,004228479;3,75;7;225;0;936,525;0
16;24/04/2024;16,375;36;19,0775;590,25;16,375;1,1125;9,467059187;4,25;9,5;157,5;0;935,625;0
17;24/04/2024;17,25;35,5;20,1125;452,25;17,25;1,76;10,07954282;3;8,5;118,125;0;934,775;0
18;24/04/2024;16,275;37,75;18,9525;218,25;16,275;1,7475;9,607024392;3,25;8,75;67,5;0;934,3;0
19;24/04/2024;15,35;36,75;17,9025;68,25;15,35;0,5475;8,779955387;2,5;8,5;56,25;0;934,075;0
20;24/04/2024;14;45,75;16,47;36,75;14;2,3625;8,703625753;1,5;4;0;0;933,75;0
21;24/04/2024;11,625;59;14,2;0,75;11,625;3,7725;8,01798041;0;1;78,75;0;933,475;0
22;24/04/2024;9,275;71;12,215;0;9,275;4,215;6,980628785;0,25;1,5;56,25;0;933,525;0
23;24/04/2024;7,45;76;10,855;0;7,45;3,4375;5,694532353;0,75;2;22,5;0;933,375;0
0;25/04/2024;7,5;76,5;10,8825;0;7,5;3,59;5,782887496;3,25;5,75;39,375;0;933,125;0
1;25/04/2024;6,525;81,25;10,215;0;6,525;3,5;5,212876271;3,75;6;33,75;0;932,825;0
2;25/04/2024;5,7;84,75;9,6725;0;5,7;3,3;4,673560675;4;6,25;50,625;0;932,15;0
3;25/04/2024;5,2;84,25;9,36;0;5,2;2,725;4,160551613;4,25;7;56,25;0;931,675;0
4;25/04/2024;4,65;85;9,02;0;4,65;2,3125;3,684488168;4;6,75;33,75;0;931,15;0
5;25/04/2024;5,7;81;9,6725;0;5,7;2,6525;4,414564206;6,75;10,5;11,25;0;930,75;0
6;25/04/2024;6,2;77,75;9,9975;0;6,2;2,5575;4,658740299;8,5;12;28,125;0;930,45;0
7;25/04/2024;6,325;76,75;10,075;3;6,325;2,495;4,703084396;5,75;8,5;39,375;0;930,1;0
8;25/04/2024;6,85;74;10,4325;53,25;6,85;2,4825;4,991878883;7,75;12,25;16,875;0;930,2;0
9;25/04/2024;7,825;69,25;11,1175;133,5;7,825;2,475;5,523461333;10,25;15;22,5;0;930,025;0
10;25/04/2024;8,85;66,25;11,8825;201;8,85;2,83;6,211312992;9;13,75;16,875;0;929,775;0
11;25/04/2024;10,75;59;13,43;412,5;10,75;2,97;7,259382623;4,75;9;56,25;0;929,5;0
12;25/04/2024;13;52,75;15,475;712,5;13;3,4875;8,592175607;3,5;7,5;90;0;929,175;0
13;25/04/2024;14,225;49;16,695;534;14,225;3,575;9,225200585;4;8,75;112,5;0;928,675;0
14;25/04/2024;15,1;47;17,64;352,5;15,1;3,77;9,716135052;2,75;8,75;135;0;928,1;0
15;25/04/2024;15,775;44,5;18,3775;411,75;15,775;3,6275;9,985253663;3,75;8,75;202,5;0;927,7;0
16;25/04/2024;16,6;43;19,34;363;16,6;3,88;10,4606461;3;7,25;208,125;0;927,25;0
17;25/04/2024;16,8;42;19,575;262,5;16,8;3,73;10,49817512;2,5;7,75;123,75;0;926,5;0
18;25/04/2024;16,675;43;19,4375;361,5;16,675;3,9375;10,51201251;4,5;9,75;191,25;0;926,25;0
19;25/04/2024;13,6;59;16,1075;87;13,6;5,5225;9,674331921;6,25;11,75;163,125;0;926,325;0
20;25/04/2024;12,1;67,75;14,615;41,25;12,1;6,2525;9,246727539;4;6,25;45;0;926,375;0
21;25/04/2024;10,15;78,5;12,9375;1,5;10,15;6,515;8,389459154;0,25;1,25;90;0;926,45;0
22;25/04/2024;8,25;86,25;11,43;0;8,25;6,0575;7,220276895;0;1;56,25;0;926,675;0
23;25/04/2024;8,2;84;11,3925;0;8,2;5,6275;7,003464912;1,5;3,75;168,75;0;927;0
0;26/04/2024;8,925;80,75;11,9375;0;8,925;5,755;7,437015213;2,75;5,75;78,75;0;927,075;0
1;26/04/2024;8,1;82,5;11,32;0;8,1;5,2625;6,791042709;0,75;1,75;101,25;0;926,775;0
2;26/04/2024;6,2;88;10;0;6,2;4,33;5,371667718;0,75;2,25;168,75;3;926,55;0
3;26/04/2024;4,65;92,25;9,025;0;4,65;3,48;4,151916109;0;1,25;45;13;926,05;0
4;26/04/2024;4,75;92,75;9,0925;0;4,75;3,66;4,280564439;1,75;4;219,375;18,5;925,825;0
5;26/04/2024;6;89;9,8675;0;6;4,3;5,250518563;2,25;5,5;202,5;7,5;925,725;0
6;26/04/2024;6,7;87,25;10,3325;0;6,7;4,7025;5,804002197;3,75;7;202,5;0;925,425;0
7;26/04/2024;6,625;88;10,28;6;6,625;4,755;5,785078866;2,5;4,75;180;0;925,3;0
8;26/04/2024;6,925;88,25;10,485;48,75;6,925;5,0925;6,092530407;3;6,25;191,25;0;925,275;0
9;26/04/2024;8,025;84,25;11,265;115,5;8,025;5,4975;6,852647222;5,5;10;202,5;0;925,225;0
10;26/04/2024;9,5;78,75;12,3975;271,5;9,5;5,945;7,811100387;7;11,75;202,5;0;925,1;0
11;26/04/2024;10,375;73,5;13,0975;272,25;10,375;5,7925;8,191775423;6,5;14,25;185,625;0;924,925;0
12;26/04/2024;11,9;61,5;14,4475;530,25;11,9;4,57;8,464039992;9,25;15,5;202,5;0;924,525;0
13;26/04/2024;12,35;57,25;14,8525;265,5;12,35;4,0575;8,472711315;8;16,25;202,5;0;924,2;0
14;26/04/2024;13,6;54,75;16,0625;443,25;13,6;4,585;9,289892472;10;16;157,5;0;923,65;0
15;26/04/2024;14,025;53,25;16,49;359,25;14,025;4,585;9,493342505;9;16;202,5;0;923,1;0
16;26/04/2024;14,775;50,75;17,2775;408,75;14,775;4,585;9,850159903;9;15,75;196,875;0;922,45;0
17;26/04/2024;15,475;46,25;18,0425;438;15,475;3,895;9,921178842;10,25;18;191,25;0;921,325;0
18;26/04/2024;16,025;45,25;18,6625;346,5;16,025;4,09;10,24861528;8;15;213,75;0;920,6;0
19;26/04/2024;12,825;62,75;15,3725;24,75;12,825;5,5;9,301079425;6;11,5;196,875;23,25;920,525;0
20;26/04/2024;10,775;76,75;13,4375;11,25;10,775;6,8175;8,834204413;3,5;6,25;202,5;12;920,425;0
21;26/04/2024;10,425;77,5;13,1425;1,5;10,425;6,62;8,572733044;1,5;3,5;185,625;0;920,425;0
22;26/04/2024;10,175;79,25;12,935;0;10,175;6,7025;8,485118855;0,5;2,75;213,75;0;920,325;0
23;26/04/2024;9,65;82;12,51;0;9,65;6,69;8,217576364;0;2;185,625;0,25;919,975;0
0;27/04/2024;8,9;85,75;11,9175;0;8,9;6,6175;7,802626435;3;5,75;56,25;0,75;919,625;0
1;27/04/2024;8,7;87,75;11,765;0;8,7;6,755;7,764205826;2,25;4,5;56,25;3,25;918,95;0
2;27/04/2024;8,65;88,25;11,73;0;8,65;6,7875;7,752398126;2,25;5;258,75;1;918,425;0
3;27/04/2024;8,7;86,5;11,7675;0;8,7;6,5475;7,665461185;2,5;4,75;191,25;0,5;917,925;0
4;27/04/2024;8,975;82,25;11,985;0;8,975;6,05;7,585940077;3,5;7;219,375;0;917,475;0
5;27/04/2024;9,35;75,5;12,27;0;9,35;5,185;7,401936563;6;12,25;202,5;5;917,05;0
6;27/04/2024;7,85;80;11,19;0;7,85;4,5225;6,323490393;12;22,25;213,75;21,75;917,275;0,15
7;27/04/2024;5,475;91,75;9,525;3,75;5,475;4,225;4,923827342;4,75;9,25;191,25;19;917,675;0,15
8;27/04/2024;5,825;92,5;9,7525;52,5;5,825;4,685;5,316627262;3,25;8,25;202,5;2,25;917,875;0
9;27/04/2024;6,75;88;10,365;158,25;6,75;4,8725;5,900978857;5,5;10,5;196,875;0,25;918,225;0
10;27/04/2024;8,375;80,5;11,525;289,5;8,375;5,1675;6,887999729;7,75;14,25;191,25;0;918,175;0
11;27/04/2024;9,225;75;12,1725;318,75;9,225;4,9725;7,247976712;8;15,5;168,75;0,5;917,85;0
12;27/04/2024;6,875;86,75;10,48;118,5;6,875;4,755;5,909103028;4,75;10,75;225;15,25;918,525;0,85
13;27/04/2024;5,65;90,5;9,6425;264,75;5,65;4,1975;5,010053732;6,75;13,25;202,5;7,25;919,475;0,35
