hour;date;Contenido volumetrico (10 cm);Contenido volumetrico (20 cm);Contenido volumetrico (40 cm);Contenido volumetrico (60 cm);Agua util;Temperatura en suelo (10 cm);Temperatura en suelo (20 cm);Temperatura en suelo (40 cm);Temperatura en suelo (60 cm)
6;03/04/2024;20,3;26,6;30,8;33;62,0308745;10,125;10,2;10,8;10,9
7;03/04/2024;20,3;26,6;30,8;33;62,0308745;10,125;10,2;10,8;10,9
8;03/04/2024;20,3;26,6;30,8;33;62,0308745;10,1;10,125;10,8;10,9
9;03/04/2024;20,325;26,6;30,775;33;61,9933745;10,175;10,1;10,8;10,95
10;03/04/2024;20,375;26,6;30,725;33;61,9183745;10,55;10,125;10,8;10,975
11;03/04/2024;20,4;26,6;30,7;32,95;61,7619745;11,05;10,275;10,8;11
12;03/04/2024;20,4;26,6;30,7;32,975;61,7930745;11,65;10,4;10,8;11
13;03/04/2024;20,45;26,6;30,7;32,9;61,6430745;12,5;10,675;10,8;11
14;03/04/2024;20,5;26,6;30,7;32,9;61,6052745;13,75;11,075;10,8;11
15;03/04/2024;20,5;26,65;30,7;32,9;61,6363745;14,25;11,525;10,875;11
16;03/04/2024;20,5;26,7;30,7;32,9;61,6674745;14,675;11,925;10,9;11
17;03/04/2024;20,5;26,7;30,7;32,9;61,6485745;14,85;12,25;11;11
18;03/04/2024;20,4;26,7;30,7;32,9;61,6296745;14,95;12,525;11,1;11
19;03/04/2024;20,4;26,7;30,7;32,9;61,6202245;14,725;12,75;11,25;11
20;03/04/2024;20,3;26,7;30,7;32,9;61,6107745;14,35;12,825;11,325;11
21;03/04/2024;20,3;26,7;30,7;32,9;61,5918745;13,925;12,8;11,425;11,025
22;03/04/2024;20,2;26,675;30,7;32,9;61,5952245;13,45;12,8;11,575;11,1
23;03/04/2024;20,2;26,6;30,7;32,9;61,5296745;13,05;12,7;11,65;11,1
0;04/04/2024;20,2;26,6;30,7;32,9;61,5296745;12,775;12,575;11,775;11,1
1;04/04/2024;20,15;26,6;30,725;32,9;61,5671745;12,45;12,425;11,8;11,1
2;04/04/2024;20,1;26,6;30,725;32,9;61,5671745;12,175;12,325;11,875;11,175
3;04/04/2024;20,1;26,6;30,725;32,9;61,5671745;11,825;12,15;11,9;11,2
4;04/04/2024;20,075;26,575;30,7;32,925;61,5641245;11,45;11,975;11,9;11,3
5;04/04/2024;20;26,55;30,7;33;61,6891245;11,15;11,825;11,9;11,3
6;04/04/2024;20;26,5;30,7;33;61,6485745;10,8;11,6;11,9;11,3
7;04/04/2024;20;26,5;30,7;33;61,6674745;10,5;11,4;11,9;11,3
8;04/04/2024;19,975;26,5;30,7;33;61,6674745;10,25;11,225;11,9;11,375
9;04/04/2024;19,95;26,5;30,7;33;61,6674745;10,225;11,05;11,9;11,4
10;04/04/2024;20;26,5;30,7;33;61,6674745;10,725;10,9;11,8;11,4
11;04/04/2024;20,025;26,5;30,7;32,95;61,5580245;11,9;10,975;11,8;11,4
12;04/04/2024;20,1;26,5;30,7;32,9;61,4296745;13,2;11,35;11,775;11,4
13;04/04/2024;20,125;26,5;30,7;32,925;61,4513245;14,55;11,75;11,7;11,4
14;04/04/2024;20,2;26,5;30,7;32,9;61,3824245;15,825;12,35;11,7;11,4
15;04/04/2024;20,1;26,525;30,7;32,925;61,4290745;16,375;12,875;11,75;11,4
16;04/04/2024;20,1;26,55;30,7;32,925;61,4162745;16,6;13,35;11,8;11,4
17;04/04/2024;20,1;26,55;30,7;32,9;61,3473745;16,7;13,725;11,9;11,4
18;04/04/2024;20,025;26,575;30,7;32,9;61,3534745;16,775;13,975;12;11,4
19;04/04/2024;20;26,575;30,7;32,9;61,3156745;16,55;14,2;12,125;11,425
20;04/04/2024;19,9;26,5;30,7;32,9;61,2406745;16,025;14,3;12,275;11,5
21;04/04/2024;19,85;26,5;30,7;32,925;61,2906745;15,35;14,3;12,375;11,5
22;04/04/2024;19,8;26,5;30,7;32,9;61,2406745;14,675;14,15;12,5;11,55
23;04/04/2024;19,75;26,5;30,7;32,9;61,2406745;14,125;13,975;12,6;11,6
0;05/04/2024;19,7;26,5;30,7;32,9;61,2595745;13,65;13,8;12,725;11,6
1;05/04/2024;19,7;26,45;30,7;32,9;61,2190245;13,275;13,575;12,8;11,6
2;05/04/2024;19,625;26,425;30,7;32,95;61,3034745;12,925;13,35;12,8;11,7
3;05/04/2024;19,6;26,4;30,7;32,925;61,2284745;12,65;13,175;12,8;11,75
4;05/04/2024;19,6;26,4;30,7;32,9;61,1784745;12,35;12,95;12,825;11,8
5;05/04/2024;19,55;26,4;30,7;32,9;61,1973745;12,025;12,775;12,8;11,8
6;05/04/2024;19,5;26,375;30,7;32,925;61,2223745;11,8;12,575;12,8;11,8
7;05/04/2024;19,5;26,325;30,7;32,95;61,2129245;11,475;12,35;12,8;11,9
8;05/04/2024;19,5;26,3;30,7;32,95;61,2068245;11,275;12,175;12,8;11,9
9;05/04/2024;19,5;26,3;30,7;32,975;61,2662745;11,3;12;12,725;11,9
10;05/04/2024;19,5;26,3;30,7;33;61,3162745;11,9;11,9;12,65;11,9
11;05/04/2024;19,525;26,3;30,7;33;61,2879245;12,9;12;12,6;11,9
12;05/04/2024;19,6;26,3;30,7;33;61,2690245;14,425;12,275;12,575;11,9
13;05/04/2024;19,6;26,3;30,7;33;61,2217745;15,75;12,775;12,5;12
14;05/04/2024;19,6;26,3;30,7;32,975;61,1434245;16,75;13,35;12,5;12
15;05/04/2024;19,575;26,3;30,7;32,975;61,1150745;17,1;13,85;12,525;12
16;05/04/2024;19,5;26,325;30,7;32,95;61,0522745;17,15;14,25;12,6;12
17;05/04/2024;19,45;26,3;30,7;32,975;61,0678245;17,275;14,525;12,675;12
18;05/04/2024;19,4;26,3;30,7;32,925;60,9394745;17,375;14,75;12,8;12
19;05/04/2024;19,325;26,3;30,7;32,9;60,8516745;17,125;14,925;12,9;12
20;05/04/2024;19,275;26,3;30,7;32,9;60,8611245;16,625;15;13;12
21;05/04/2024;19,2;26,3;30,7;32,9;60,8516745;16,025;15;13,125;12,075
22;05/04/2024;19,1;26,2;30,7;32,9;60,7516745;15,55;14,9;13,275;12,1
23;05/04/2024;19,1;26,2;30,7;32,9;60,7516745;15,25;14,8;13,325;12,1
0;06/04/2024;19;26,2;30,7;32,9;60,7516745;14,95;14,65;13,4;12,1
1;06/04/2024;19;26,2;30,7;32,9;60,7705745;14,675;14,55;13,475;12,15
2;06/04/2024;18,9;26,2;30,7;32,9;60,7705745;14,4;14,375;13,525;12,2
3;06/04/2024;18,9;26,2;30,7;32,9;60,7705745;14,3;14,275;13,6;12,3
4;06/04/2024;18,875;26,175;30,7;32,9;60,7455745;14,3;14,15;13,6;12,3
5;06/04/2024;18,8;26,125;30,7;32,9;60,6766745;14,3;14,1;13,6;12,3
6;06/04/2024;18,75;26,1;30,7;32,9;60,6516745;14,175;14;13,6;12,35
7;06/04/2024;18,7;26,1;30,7;32,9;60,6516745;14,1;13,925;13,6;12,4
8;06/04/2024;18,625;26,1;30,7;32,9;60,6516745;14;13,9;13,6;12,4
9;06/04/2024;18,6;26,1;30,7;32,9;60,6422245;14,1;13,8;13,6;12,4
10;06/04/2024;18,55;26;30,7;32,9;60,5138745;14,425;13,8;13,6;12,425
11;06/04/2024;18,5;26;30,7;32,9;60,5138745;14,825;13,9;13,6;12,5
12;06/04/2024;18,5;26;30,7;32,9;60,4949745;15,25;14;13,6;12,5
13;06/04/2024;18,475;26;30,7;32,9;60,4760745;15,725;14,175;13,6;12,5
14;06/04/2024;18,4;26;30,7;32,9;60,4477245;16,1;14,35;13,6;12,6
15;06/04/2024;18,375;26;30,7;32,9;60,4382745;16,35;14,575;13,6;12,6
16;06/04/2024;18,3;25,9;30,7;32,9;60,3288245;16,5;14,775;13,6;12,6
17;06/04/2024;18,3;25,9;30,7;32,925;60,3410245;16,55;14,875;13,65;12,6
18;06/04/2024;18,2;25,9;30,7;32,975;60,4504745;16,475;15;13,75;12,6
19;06/04/2024;18,2;25,9;30,7;33;60,4721245;16,375;15,1;13,8;12,6
20;06/04/2024;18,125;25,9;30,7;32,975;60,4221245;16,2;15,1;13,825;12,6
21;06/04/2024;18,1;25,9;30,7;33;60,4721245;15,9;15,1;13,9;12,625
22;06/04/2024;18,05;25,9;30,7;33;60,4721245;15,6;15,075;13,9;12,7
23;06/04/2024;18;25,9;30,7;33;60,4721245;15,35;14,95;14;12,7
0;07/04/2024;18;25,9;30,7;32,975;60,4410245;15,1;14,875;14,05;12,8
1;07/04/2024;17,975;25,825;30,7;33;60,3971245;14,85;14,775;14,1;12,8
2;07/04/2024;17,9;25,8;30,7;32,975;60,3315745;14,7;14,625;14,1;12,8
3;07/04/2024;17,9;25,8;30,7;33;60,3721245;14,55;14,55;14,1;12,8
4;07/04/2024;17,9;25,8;30,7;33;60,3721245;14,425;14,4;14,1;12,8
5;07/04/2024;17,9;25,8;30,7;33;60,3721245;14,35;14,325;14,1;12,9
6;07/04/2024;17,85;25,8;30,7;33;60,3626745;14,225;14,275;14,1;12,9
7;07/04/2024;17,8;25,8;30,7;32,975;60,3221245;14,075;14,15;14,1;12,9
8;07/04/2024;17,8;25,75;30,7;32,95;60,2221245;13,95;14,075;14,025;12,9
9;07/04/2024;17,8;25,7;30,7;33;60,2721245;13,95;13,975;14;12,9
10;07/04/2024;17,8;25,7;30,7;33;60,2721245;14,075;13,9;14;12,9
11;07/04/2024;18,125;25,725;30,7;33;60,3254745;14;13,9;13,9;12,9
12;07/04/2024;19,675;25,9;30,75;33;60,5660245;14,025;13,85;13,9;12,975
13;07/04/2024;20,45;26,15;30,95;33;61,1065745;14,2;13,8;13,9;13
14;07/04/2024;20,65;26,275;31;33;61,3065745;14,625;13,85;13,9;13
15;07/04/2024;20,7;26,4;31;33;61,4504745;15,65;13,975;13,9;13
16;07/04/2024;20,7;26,5;31;33;61,5221245;16,3;14,3;13,85;13
17;07/04/2024;20,7;26,5;31;33;61,5126745;16,95;14,625;13,825;13
18;07/04/2024;20,7;26,55;31;33;61,5437745;17,625;14,95;13,9;13
19;07/04/2024;20,65;26,6;31;33;61,5843245;17,625;15,275;13,9;13
20;07/04/2024;20,575;26,6;31;33;61,5937745;17,125;15,4;13,925;13
21;07/04/2024;20,5;26,6;31;33;61,5843245;16,525;15,45;14,05;13
22;07/04/2024;20,45;26,6;31;33;61,6126745;15,95;15,375;14,1;13
23;07/04/2024;20,4;26,6;31;33;61,6315745;15,55;15,275;14,175;13
0;08/04/2024;20,375;26,6;31;33;61,6410245;15,225;15,125;14,275;13,1
1;08/04/2024;20,3;26,6;31;33;61,6599245;14,975;14,95;14,3;13,1
2;08/04/2024;20,3;26,6;31;33;61,6693745;14,675;14,85;14,3;13,1
3;08/04/2024;20,275;26,6;31;33;61,6882745;14,325;14,7;14,3;13,1
4;08/04/2024;20,2;26,6;31;33;61,7166245;13,975;14,5;14,3;13,1
5;08/04/2024;20,2;26,6;30,975;33;61,6696745;13,725;14,325;14,3;13,1
6;08/04/2024;20,2;26,55;30,95;33;61,6010745;13,4;14,125;14,3;13,2
7;08/04/2024;20,125;26,5;31;33,025;61,6949745;13,05;13,925;14,3;13,2
8;08/04/2024;20,1;26,5;30,925;33,1;61,7419245;12,9;13,75;14,25;13,2
9;08/04/2024;20,1;26,5;30,9;33,025;61,5544245;12,975;13,575;14,2;13,2
10;08/04/2024;20,1;26,5;30,9;33;61,5138745;13,175;13,45;14,1;13,3
11;08/04/2024;20,1;26,5;30,9;33;61,5044245;13,425;13,4;14,1;13,3
12;08/04/2024;20,15;26,475;30,9;33,075;61,6388745;14,05;13,5;14,025;13,3
13;08/04/2024;20,3;26,5;30,9;33,1;61,7044245;14,275;13,625;13,925;13,3
14;08/04/2024;20,375;26,5;30,9;33,1;61,6760745;14,475;13,775;13,9;13,3
15;08/04/2024;20,475;26,5;30,9;33,1;61,6949745;14,625;13,85;13,9;13,3
16;08/04/2024;20,575;26,5;30,9;33,075;61,6260745;14,525;13,9;13,9;13,275
17;08/04/2024;20,6;26,5;30,9;33;61,4760745;14,775;13,925;13,9;13,225
18;08/04/2024;20,575;26,5;30,85;33,025;61,4416245;14,925;14,075;13,9;13,2
19;08/04/2024;20,525;26,5;30,85;33,075;61,5321745;14,725;14,1;13,9;13,2
20;08/04/2024;20,5;26,5;30,8;33;61,3071745;14,225;14,1;13,9;13,2
21;08/04/2024;20,4;26,5;30,8;33;61,3260745;13,6;14;13,9;13,2
22;08/04/2024;20,4;26,5;30,8;33;61,3355245;12,95;13,8;13,9;13,2
23;08/04/2024;20,3;26,5;30,8;33;61,3544245;12,375;13,525;13,9;13,2
0;09/04/2024;20,3;26,5;30,8;33;61,3638745;11,925;13,3;13,9;13,2
1;09/04/2024;20,225;26,5;30,8;33;61,3827745;11,55;12,975;13,875;13,2
2;09/04/2024;20,2;26,5;30,8;33;61,4016745;11,15;12,725;13,8;13,2
3;09/04/2024;20,2;26,4;30,8;33;61,3205745;10,775;12,475;13,8;13,2
4;09/04/2024;20,1;26,4;30,8;33;61,3205745;10,45;12,225;13,675;13,2
5;09/04/2024;20,1;26,4;30,8;33;61,3583745;10,15;11,95;13,6;13,2
6;09/04/2024;20,1;26,4;30,8;33;61,3583745;9,85;11,7;13,475;13,2
7;09/04/2024;20,075;26,4;30,8;33;61,3678245;9,6;11,425;13,4;13,15
8;09/04/2024;20;26,4;30,8;33;61,3772745;9,325;11,225;13,3;13,1
9;09/04/2024;20;26,35;30,8;33;61,3367245;9,325;10,975;13,175;13,1
10;09/04/2024;20,025;26,325;30,75;33;61,2556245;9,8;10,825;13,075;13,1
11;09/04/2024;20,075;26,3;30,725;33;61,1742245;10,775;10,875;12,925;13,1
12;09/04/2024;20,1;26,325;30,7;33;61,1333745;11,975;11,125;12,825;13,05
13;09/04/2024;20,2;26,375;30,7;33;61,1644745;13,4;11,5;12,775;13
14;09/04/2024;20,2;26,4;30,7;33;61,1800245;14,625;12,025;12,675;12,925
15;09/04/2024;20,15;26,4;30,7;33;61,1516745;15;12,55;12,6;12,9
16;09/04/2024;20,1;26,4;30,7;33;61,1327745;15,175;12,9;12,6;12,9
17;09/04/2024;20,1;26,4;30,7;33;61,1044245;15,8;13,225;12,7;12,85
18;09/04/2024;20,1;26,4;30,7;33;61,0855245;16,35;13,55;12,775;12,8
19;09/04/2024;20,05;26,4;30,7;33;61,0477245;16,3;13,9;12,8;12,8
20;09/04/2024;19,975;26,4;30,7;33;61,0477245;15,575;14,075;12,9;12,8
21;09/04/2024;19,9;26,4;30,7;33;61,0477245;14,725;14,075;12,95;12,8
22;09/04/2024;19,85;26,4;30,7;33;61,0666245;14,025;13,925;13,1;12,75
23;09/04/2024;19,8;26,4;30,7;33;61,0760745;13,4;13,725;13,15;12,725
0;10/04/2024;19,8;26,35;30,7;33;61,0260745;12,95;13,525;13,25;12,7
1;10/04/2024;19,7;26,3;30,7;33;61,0138745;12,45;13,3;13,3;12,725
2;10/04/2024;19,7;26,3;30,7;33;61,0138745;12,05;13,025;13,3;12,8
3;10/04/2024;19,7;26,3;30,7;33;61,0516745;11,65;12,8;13,3;12,8
4;10/04/2024;19,6;26,3;30,7;33;61,0516745;11,3;12,53333333;13,3;12,8
12;11/04/2024;19;26;30,7;33;60,6004745;15,6;13,3;13,4;12,9
13;11/04/2024;19,05;26;30,675;32,975;60,5035245;16,525;13,575;13,4;12,9
14;11/04/2024;19;26;30,6;32,975;60,3626745;17,575;14,075;13,4;12,9
15;11/04/2024;18,925;26;30,675;32,975;60,4184745;17,9;14,65;13,4;12,9
16;11/04/2024;18,875;25,95;30,6;32,925;60,1370745;18,05;15,025;13,5;12,9
17;11/04/2024;18,8;25,9;30,625;32,9;60,0462245;18,575;15,375;13,6;12,9
18;11/04/2024;18,775;25,9;30,65;32,9;60,0553745;19,05;15,725;13,7;12,9
19;11/04/2024;18,675;25,9;30,7;32,9;60,1020245;19,025;16,025;13,8;12,9
20;11/04/2024;18,575;25,9;30,675;32,9;60,0361745;18,4;16,2;13,9;12,9
21;11/04/2024;18,5;25,9;30,7;32,925;60,1331245;17,675;16,275;14,05;12,975
22;11/04/2024;18,4;25,9;30,7;32,975;60,2425745;17,025;16,15;14,2;13
23;11/04/2024;18,325;25,9;30,7;32,975;60,2425745;16,375;16;14,3;13
0;12/04/2024;18,3;25,9;30,7;33;60,3114745;15,95;15,85;14,4;13,1
1;12/04/2024;18,3;25,825;30,7;33;60,2364745;15,55;15,625;14,45;13,1
2;12/04/2024;18,2;25,8;30,7;32,975;60,1898245;15,2;15,425;14,55;13,1
3;12/04/2024;18,2;25,8;30,7;33;60,2398245;14,8;15,275;14,6;13,15
4;12/04/2024;18,125;25,8;30,7;33;60,2492745;14,425;15,025;14,6;13,2
5;12/04/2024;18,1;25,8;30,7;33;60,2681745;14,05;14,825;14,6;13,3
6;12/04/2024;18,1;25,8;30,7;33;60,2681745;13,65;14,6;14,6;13,3
7;12/04/2024;18,025;25,725;30,7;33;60,2120745;13,325;14,35;14,6;13,3
8;12/04/2024;18;25,7;30,7;33;60,1870745;13,05;14,125;14,575;13,325
9;12/04/2024;18;25,7;30,7;33;60,1870745;12,95;13,925;14,475;13,4
10;12/04/2024;18;25,7;30,7;33;60,2059745;13,5;13,8;14,4;13,4
11;12/04/2024;18,1;25,7;30,7;33;60,1681745;14,9;13,875;14,4;13,4
12;12/04/2024;18,1;25,6;30,625;33;59,9178745;16,85;14,275;14,3;13,4
13;12/04/2024;18,1;25,6;30,7;33;60,0020245;18,725;14,85;14,3;13,4
14;12/04/2024;18,1;25,6;30,7;33;59,9642245;20,2;15,6;14,3;13,4
15;12/04/2024;18,025;25,6;30,625;33;59,8139245;20,375;16,3;14,3;13,4
16;12/04/2024;17,9;25,575;30,7;33;59,8636245;20,35;16,75;14,4;13,4
17;12/04/2024;17,8;25,5;30,7;33;59,7508245;20,95;17,075;14,5;13,4
18;12/04/2024;17,75;25,5;30,7;33;59,7035745;21,65;17,45;14,625;13,4
19;12/04/2024;17,625;25,5;30,7;33;59,6846745;21,7;17,875;14,775;13,4
20;12/04/2024;17,475;25,5;30,7;32,95;59,5846745;20,975;18,1;14,925;13,5
21;12/04/2024;17,4;25,45;30,7;32,925;59,4468745;20,05;18,175;15,075;13,5
22;12/04/2024;17,3;25,475;30,7;32,95;59,5218745;19,2;18,075;15,275;13,575
23;12/04/2024;17,225;25,4;30,7;32,975;59,5063245;18,525;17,875;15,375;13,6
0;13/04/2024;17,2;25,4;30,7;33;59,5846745;17,95;17,675;15,55;13,6
1;13/04/2024;17,125;25,4;30,7;33;59,5941245;17,4;17,475;15,625;13,675
2;13/04/2024;17,1;25,4;30,7;33;59,6130245;16,875;17,225;15,725;13,75
3;13/04/2024;17,025;25,375;30,7;33;59,5880245;16,45;16,925;15,8;13,8
4;13/04/2024;17;25,325;30,7;33;59,5474745;15,975;16,675;15,8;13,8
5;13/04/2024;17;25,3;30,7;33;59,5319245;15,6;16,4;15,8;13,9
6;13/04/2024;16,925;25,3;30,7;33;59,5508245;15,2;16,15;15,8;13,9
7;13/04/2024;16,9;25,3;30,7;33;59,5602745;14,85;15,85;15,8;13,975
8;13/04/2024;16,9;25,3;30,7;33;59,5697245;14,525;15,6;15,75;14
9;13/04/2024;16,9;25,2;30,7;33;59,4980745;14,475;15,35;15,65;14,1
10;13/04/2024;16,9;25,2;30,7;33;59,4508245;15,2;15,3;15,6;14,1
11;13/04/2024;16,9;25,175;30,7;33;59,4163745;16,45;15,325;15,55;14,1
12;13/04/2024;16,975;25,1;30,7;33;59,3035745;18,15;15,65;15,45;14,1
13;13/04/2024;17;25,1;30,7;33;59,2563245;20,075;16,225;15,4;14,1
14;13/04/2024;16,975;25,1;30,7;33;59,2374245;21,475;16,95;15,4;14,175
15;13/04/2024;16,825;25,025;30,7;33;59,1246245;21,55;17,575;15,4;14,2
16;13/04/2024;16,7;24,975;30,7;33;59,0273745;21,425;17,975;15,525;14,2
17;13/04/2024;16,6;24,9;30,7;33;58,9334745;21,95;18,3;15,6;14,2
18;13/04/2024;16,55;24,9;30,7;33;58,8767745;22,65;18,65;15,75;14,2
19;13/04/2024;16,425;24,9;30,7;33;58,8578745;22,625;19;15,875;14,2
20;13/04/2024;16,3;24,9;30,7;33;58,8484245;21,9;19,25;16;14,25
21;13/04/2024;16,2;24,875;30,7;33;58,8045245;21,025;19,275;16,15;14,3
22;13/04/2024;16,15;24,875;30,7;33;58,8234245;20,175;19,125;16,3;14,3
23;13/04/2024;16,1;24,8;30,7;33;58,7484245;19,425;18,9;16,4;14,3
0;14/04/2024;16;24,8;30,7;33;58,7673245;18,85;18,675;16,55;14,375
1;14/04/2024;16;24,8;30,7;33;58,7767745;18,325;18,4;16,6;14,4
2;14/04/2024;15,95;24,8;30,7;33;58,7956745;17,85;18,175;16,7;14,425
3;14/04/2024;15,9;24,775;30,7;33;58,7801245;17,375;17,9;16,75;14,5
4;14/04/2024;15,9;24,7;30,7;33;58,7051245;16,95;17,65;16,8;14,6
5;14/04/2024;15,875;24,7;30,7;33;58,7240245;16,55;17,35;16,8;14,6
6;14/04/2024;15,8;24,7;30,7;33;58,7240245;16,15;17,1;16,725;14,65
7;14/04/2024;15,8;24,7;30,7;33;58,7334745;15,8;16,85;16,675;14,725
8;14/04/2024;16,225;24,65;30,7;33;58,6834745;15,5;16,525;16,6;14,8
9;14/04/2024;16,7;24,625;30,7;33;58,6584745;15,525;16,35;16,6;14,8
10;14/04/2024;16,725;24,6;30,7;33;58,6240245;16,225;16,225;16,5;14,8
11;14/04/2024;16,95;24,575;30,7;33;58,5706745;17,5;16,325;16,4;14,8
12;14/04/2024;16,9;24,5;30,7;33;58,4673245;19,225;16,65;16,35;14,8
13;14/04/2024;16,9;24,5;30,7;33;58,4106245;20,775;17,2;16,3;14,9
14;14/04/2024;17;24,475;30,7;33;58,3667245;21,875;17,85;16,3;14,9
15;14/04/2024;16,725;24,4;30,7;33;58,2444745;22,05;18,375;16,3;14,9
16;14/04/2024;16,65;24,325;30,7;33;58,1411245;22,125;18,775;16,375;14,9
17;14/04/2024;16,625;24,3;30,7;33;58,0783245;22,7;19,075;16,45;14,9
18;14/04/2024;16,275;24,275;30,7;33;58,0060745;23,325;19,45;16,575;14,9
19;14/04/2024;16,225;24,2;30,7;33;57,8932745;23,225;19,8;16,7;14,9
20;14/04/2024;15,725;24,2;30,7;33;57,8932745;22,5;19,95;16,825;14,9
21;14/04/2024;15,5;24,2;30,7;33;57,8932745;21,6;19,975;16,95;14,9
22;14/04/2024;15,425;24,2;30,7;33;57,8932745;20,725;19,85;17,1;14,925
23;14/04/2024;15,4;24,2;30,7;33;57,9121745;20,05;19,675;17,25;15
0;15/04/2024;15,3;24,2;30,7;33;57,9216245;19,5;19,4;17,325;15,05
1;15/04/2024;15,3;24,15;30,7;33;57,8810745;19,05;19,2;17,4;15,1
2;15/04/2024;15,25;24,1;30,7;33;57,8310745;18,6;18,9;17,4;15,1
3;15/04/2024;15,2;24,1;30,7;33;57,8499745;18,25;18,675;17,5;15,175
4;15/04/2024;15,2;24,1;30,7;33;57,8499745;17,875;18,4;17,5;15,25
5;15/04/2024;15,325;24,1;30,7;33;57,8594245;17,6;18,175;17,5;15,3
6;15/04/2024;15,5;24,075;30,7;33;57,8344245;17,325;17,95;17,4;15,3
7;15/04/2024;15,525;24;30,7;33;57,7688745;17,025;17,725;17,4;15,35
8;15/04/2024;15,925;24;30,7;33;57,7688745;16,725;17,5;17,4;15,4
9;15/04/2024;16,15;24;30,7;33;57,7594245;16,675;17,325;17,3;15,4
10;15/04/2024;16,2;23,975;30,7;33;57,7249745;17,225;17,2;17,3;15,4
11;15/04/2024;16,125;23,9;30,7;33;57,6216245;18,1;17,275;17,2;15,4
12;15/04/2024;16,2;23,9;30,7;33;57,5932745;19,15;17,475;17,1;15,5
13;15/04/2024;15,975;23,85;30,7;33;57,5054745;20,425;17,8;17,1;15,5
14;15/04/2024;16;23,8;30,7;33;57,4460245;21,2;18,25;17,1;15,5
15;15/04/2024;15,85;23,8;30,7;33;57,4082245;21,175;18,6;17,1;15,5
16;15/04/2024;15,85;23,7;30,7;33;57,2704245;21,1;18,825;17,1;15,5
17;15/04/2024;15,8;23,7;30,7;33;57,2515245;21,525;18,975;17,1;15,5
18;15/04/2024;16;23,7;30,7;33;57,2231745;22,125;19,225;17,2;15,5
19;15/04/2024;16,175;23,7;30,7;33;57,2042745;22,075;19,45;17,3;15,5
20;15/04/2024;15,775;23,625;30,7;33;57,1103745;21,325;19,6;17,35;15,5
21;15/04/2024;16,15;23,6;30,7;33;57,0759245;20,425;19,525;17,4;15,6
22;15/04/2024;16,125;23,6;30,7;33;57,0853745;19,6;19,35;17,5;15,6
23;15/04/2024;16,025;23,6;30,7;33;57,1042745;18,85;19,1;17,6;15,6
0;16/04/2024;15,825;23,6;30,7;33;57,1042745;18,175;18,825;17,6;15,6
1;16/04/2024;15,8;23,575;30,7;33;57,1076245;17,575;18,5;17,625;15,6
2;16/04/2024;14,975;23,5;30,7;33;57,0231745;17,075;18,2;17,7;15,65
3;16/04/2024;14,8;23,5;30,7;33;57,0326245;16,6;17,875;17,6;15,7
4;16/04/2024;14,75;23,5;30,7;33;57,0420745;16,15;17,55;17,6;15,75
5;16/04/2024;14,7;23,5;30,7;33;57,0420745;15,675;17,25;17,6;15,8
6;16/04/2024;14,7;23,475;30,7;33;57,0170745;15,275;16,95;17,5;15,8
7;16/04/2024;14,65;23,425;30,7;33;56,9670745;14,95;16,65;17,4;15,8
8;16/04/2024;14,6;23,4;30,7;33;56,9609745;14,675;16,35;17,35;15,8
9;16/04/2024;14,6;23,4;30,6;33;56,8015245;14,55;16,1;17,275;15,8
10;16/04/2024;14,65;23,4;30,6;33;56,7920745;15,05;15,9;17,125;15,8
11;16/04/2024;14,7;23,4;30,6;33;56,7731745;16,175;15,925;17,025;15,8
12;16/04/2024;14,775;23,375;30,6;33;56,7103745;17,6;16,175;16,9;15,8
13;16/04/2024;14,825;23,3;30,6;33;56,6070245;19,125;16,625;16,825;15,8
14;16/04/2024;14,9;23,325;30,6;33;56,6036745;20,075;17,125;16,8;15,8
15;16/04/2024;14,825;23,3;30,6;33;56,5408745;19,85;17,525;16,8;15,8
16;16/04/2024;14,75;23,3;30,6;33;56,5219745;19,6;17,775;16,8;15,8
17;16/04/2024;14,85;23,3;30,6;33;56,5030745;19,925;17,9;16,8;15,75
18;16/04/2024;14,875;23,3;30,6;33;56,4747245;20,525;18,1;16,8;15,7
19;16/04/2024;14,8;23,3;30,6;33;56,4463745;20,475;18,35;16,9;15,7
20;16/04/2024;15;23,3;30,6;32,925;56,2774745;19,675;18,4;16,9;15,7
21;16/04/2024;14,9;23,3;30,6;32,9;56,2369245;18,65;18,35;16,975;15,7
22;16/04/2024;14,85;23,225;30,6;32,9;56,1808245;17,725;18,1;17,075;15,7
23;16/04/2024;14,925;23,2;30,6;32,9;56,1652745;16,9;17,8;17,1;15,7
0;17/04/2024;14,875;23,2;30,6;32,9;56,1841745;16,25;17,45;17,1;15,7
1;17/04/2024;14,85;23,2;30,6;32,9;56,1747245;15,75;17,15;17,1;15,7
2;17/04/2024;14,7;23,175;30,6;32,9;56,1686245;15,25;16,825;17,1;15,7
3;17/04/2024;14,55;23,1;30,6;32,925;56,1530745;14,875;16,5;17,1;15,725
4;17/04/2024;14,575;23,1;30,6;33;56,3030745;14,525;16,225;17,05;15,8
5;17/04/2024;14,5;23,1;30,6;33;56,3030745;14,2;15,925;16,95;15,8
6;17/04/2024;14,5;23,1;30,6;33;56,3030745;13,85;15,675;16,9;15,8
7;17/04/2024;14,65;23,05;30,6;33;56,2530745;13,525;15,4;16,8;15,8
8;17/04/2024;14,6;23;30,6;33;56,2030745;13,325;15,175;16,7;15,8
